Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
08:23:43,2022-10-22,4316483340,9962239723,993.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:02:15,2022-10-22,2758469152,2703926351,15345.64,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
09:12:20,2022-10-22,9021009219,7334441439,1703.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
09:31:41,2022-10-22,2369776263,5200980965,3480.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:45:04,2022-10-22,2482785525,5053224993,9034.46,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
12:58:14,2022-10-22,3758118046,3926260519,3636.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
13:04:31,2022-10-22,1446646036,5748489103,9516.98,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:14:02,2022-10-22,3758118046,290208168,1310.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
14:10:50,2022-10-22,3758118046,9406777047,1577.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:14:12,2022-10-22,5748489103,7925512303,13506.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:33:35,2022-10-22,5748489103,6137865155,4295.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
16:21:21,2022-10-22,4316483340,2987787745,668.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:57:53,2022-10-22,9406777047,3758118046,4956.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
17:37:59,2022-10-22,5748489103,7925512303,15083.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
17:44:21,2022-10-22,927895922,494325369,6973.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:49:15,2022-10-22,7436453655,5557620276,31663.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
18:05:36,2022-10-22,8501920513,2246512128,14624.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
18:53:11,2022-10-22,6219666393,4016354896,501.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:40:22,2022-10-22,988008298,950578871,1108.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:49:25,2022-10-22,6189667870,3758118046,1574.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:49:40,2022-10-22,3919105611,3810784684,1060.54,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:25:33,2022-10-22,2636833970,5748489103,767.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
22:59:44,2022-10-22,290208168,3758118046,6694.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:16:13,2022-10-22,813395681,8501920513,8638.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:38:35,2022-10-22,4316483340,4621157289,2682.03,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
23:55:42,2022-10-22,4316483340,7951828774,104.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
00:43:43,2022-10-23,2327949023,6866120612,36.63,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:45:16,2022-10-23,1681811645,2632141190,8578.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
09:33:19,2022-10-23,8501920513,4922050844,3783.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:03:26,2022-10-23,3758118046,3314294630,3250.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:10:18,2022-10-23,5748489103,1446646036,1734.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:11:53,2022-10-23,6219666393,3300531546,2070.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:31:35,2022-10-23,5748489103,1446646036,2117.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:48:26,2022-10-23,6137865155,5748489103,11656.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
14:38:43,2022-10-23,3758118046,1792602773,494.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
17:40:36,2022-10-23,6686003020,3758118046,11005.0,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:22:12,2022-10-23,3758118046,290208168,1871.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
18:23:25,2022-10-23,4316483340,4779621674,888.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:26:02,2022-10-23,377669591,3758118046,8998.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:56:02,2022-10-23,3758118046,377669591,1769.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
19:29:28,2022-10-23,1446646036,5748489103,5976.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
20:36:31,2022-10-23,5748489103,510130433,1709.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
21:35:14,2022-10-23,8501920513,2246512128,11309.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
23:38:10,2022-10-23,1082642344,7835418024,215.11,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:43:18,2022-10-23,3758118046,6670277228,5626.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
01:03:23,2022-10-24,9021009219,4209343844,5931.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
01:21:39,2022-10-24,2482785525,5208362687,11647.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
03:02:02,2022-10-24,1954885582,5748489103,948.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
06:07:09,2022-10-24,4316483340,4779621674,696.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
07:12:11,2022-10-24,3158555257,8501920513,1343.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
07:20:24,2022-10-24,927895922,4021756258,2460.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:37:49,2022-10-24,5781631875,5748489103,1830.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
09:38:53,2022-10-24,5134301753,5262095561,2688.49,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
09:40:37,2022-10-24,813395681,8501920513,6707.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:19:42,2022-10-24,4675771219,5415019582,1219.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:01:04,2022-10-24,4316483340,7937837411,5468.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:39:49,2022-10-24,4316483340,4591157650,2687.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:21:42,2022-10-24,1681811645,2242165012,226.41,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
17:13:14,2022-10-24,4219292083,1082642344,3547.49,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
17:13:25,2022-10-24,6530368997,9021009219,1472.68,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
18:26:26,2022-10-24,6644790956,6809308219,8804.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:36:31,2022-10-24,2369776263,9092993930,11264.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:06:14,2022-10-24,1954885582,5748489103,1462.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
19:26:37,2022-10-24,3919105611,3810784684,1537.26,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:19:03,2022-10-24,9274777230,1587046893,4037.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Plus_Mutual
21:23:36,2022-10-24,8501920513,813395681,4146.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
21:27:50,2022-10-24,9021009219,2947580363,1268.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:37:43,2022-10-24,2758469152,8874270740,1930.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:20:54,2022-10-24,988008298,1689004707,1274.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:46:59,2022-10-24,1681811645,9760255483,1276.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:18:49,2022-10-24,1248210667,8501920513,6787.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
01:48:40,2022-10-25,1681811645,4977263336,650.9,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
06:10:12,2022-10-25,3546293157,8122881158,109.18,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
09:17:44,2022-10-25,4316483340,680117950,109.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:52:59,2022-10-25,988008298,1689004707,277.08,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:39:38,2022-10-25,2487128589,3758118046,1455.68,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:44:08,2022-10-25,4316483340,3488425844,4554.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:49:16,2022-10-25,3919105611,7735150966,7763.39,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:04:43,2022-10-25,8501920513,8902749042,2207.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
13:30:50,2022-10-25,6530368997,9021009219,1700.28,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:01:14,2022-10-25,2758469152,1225482692,2325.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:32:37,2022-10-25,2369776263,117243414,5181.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:35:52,2022-10-25,2192556062,5748489103,6368.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
15:47:59,2022-10-25,2246512128,8501920513,3104.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
16:57:24,2022-10-25,1681811645,6032849119,3718.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:17:09,2022-10-25,8501920513,4922050844,2638.12,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:26:29,2022-10-25,8501920513,4768708377,1313.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:23:45,2022-10-25,8501920513,8902749042,3118.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:38:43,2022-10-25,4675771219,9962837021,1929.76,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Small_Fan_Out
20:36:36,2022-10-25,5748489103,7925512303,11434.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:07:12,2022-10-25,2369776263,2067218470,174.34,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
21:14:25,2022-10-25,2482785525,8660841600,6791.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:30:36,2022-10-25,3758118046,2487128589,1639.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
06:41:29,2022-10-26,3758118046,6686003020,1132.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
08:16:47,2022-10-26,7401327478,2163304859,8713.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:32:25,2022-10-26,8688804649,988008298,860.71,Yen,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
10:06:34,2022-10-26,7925512303,5748489103,2777.14,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
10:41:27,2022-10-26,8501920513,4768708377,1828.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:44:23,2022-10-26,1681811645,3901550978,9286.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:50:11,2022-10-26,2487128589,3758118046,1263.81,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
13:23:52,2022-10-26,1681811645,2242165012,311.24,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
14:08:25,2022-10-26,5748489103,510130433,1790.84,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
14:37:30,2022-10-26,927895922,5606445543,2237.42,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:33:30,2022-10-26,5748489103,852237169,3360.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:56:40,2022-10-26,1681811645,5149275993,13706.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:05:21,2022-10-26,2369776263,9092993930,21924.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:45:17,2022-10-26,8501920513,1235292621,11063.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
20:31:37,2022-10-26,5557620276,1729488369,124.48,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
21:33:19,2022-10-26,8683543845,2953729109,11222.468777954968,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
21:50:52,2022-10-26,2369776263,8805029282,3043.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:27:18,2022-10-26,988008298,5524645225,3467.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:45:57,2022-10-26,3314294630,3758118046,22206.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
23:00:36,2022-10-26,6644790956,8849439949,2189.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:22:08,2022-10-26,1681811645,6288719079,24975.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_single_large
23:55:05,2022-10-26,1681811645,5149275993,11219.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
00:49:03,2022-10-27,9021009219,7921731940,1698.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
03:10:02,2022-10-27,6644790956,3398349205,4156.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
03:46:28,2022-10-27,4316483340,175686729,4455.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:16:59,2022-10-27,177040248,1587046893,47228.27,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
09:13:59,2022-10-27,3758118046,6670277228,10091.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
09:41:33,2022-10-27,4675771219,380409849,788.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:48:45,2022-10-27,6644790956,1404585997,3563.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:10:30,2022-10-27,852237169,5748489103,12360.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
10:29:33,2022-10-27,6189667870,3758118046,797.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:21:45,2022-10-27,852237169,5748489103,9942.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
13:46:31,2022-10-27,5266656263,7147448786,49446.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
13:53:28,2022-10-27,2327949023,2026816192,21993.65,Euro,Euro,Netherlands,France,Cross-border,0,Normal_Mutual
13:58:04,2022-10-27,2758469152,1862283060,12854.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:45:45,2022-10-27,3758118046,1792602773,793.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
15:28:23,2022-10-27,5748489103,6137865155,5652.56,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
15:42:42,2022-10-27,5134301753,5262095561,517.25,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
16:43:36,2022-10-27,2758469152,4507411815,10443.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:26:56,2022-10-27,6189667870,3758118046,1445.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
18:06:48,2022-10-27,3758118046,1792602773,725.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:35:22,2022-10-27,2482785525,5053224993,3432.8,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
20:57:59,2022-10-27,927895922,256423811,1132.45,UK pounds,Euro,UK,Spain,Cross-border,0,Normal_Small_Fan_Out
22:19:38,2022-10-27,7909213375,5748489103,10645.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
23:51:29,2022-10-27,1248210667,8501920513,6234.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
01:01:51,2022-10-28,2369776263,1451891695,163.34,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:44:09,2022-10-28,927895922,4165742100,1912.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:49:38,2022-10-28,6219666393,4404368465,2435.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:25:27,2022-10-28,141672454,3758118046,9042.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
09:36:06,2022-10-28,927895922,164591024,208.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
09:59:51,2022-10-28,2369776263,2067218470,150.53,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
10:19:33,2022-10-28,8501920513,813395681,7814.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:17:56,2022-10-28,5748489103,2636833970,2205.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:02:39,2022-10-28,1681811645,6463082189,16305.3,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:34:51,2022-10-28,2369776263,3752796479,4088.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:59:14,2022-10-28,5747833596,987302110,1674.96,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
17:24:56,2022-10-28,377669591,3758118046,6612.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:43:05,2022-10-28,8688804649,988008298,1467.21,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
19:06:03,2022-10-28,3758118046,2487128589,1659.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
20:07:49,2022-10-28,9021009219,1771318832,496.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:20:04,2022-10-28,8501920513,3158555257,465.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
20:51:34,2022-10-28,8501920513,3158555257,1010.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
20:53:45,2022-10-28,6644790956,6809308219,8498.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:20:17,2022-10-28,2369776263,1451891695,213.73,UK pounds,Euro,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:22:47,2022-10-28,8501920513,3158555257,721.3,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:55:46,2022-10-28,3758118046,3926260519,3325.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:27:14,2022-10-28,2482785525,96261900,543.6,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:52:54,2022-10-28,9021009219,7334441439,1637.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:18:12,2022-10-28,852237169,5748489103,11655.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
07:31:59,2022-10-29,1681811645,115062004,21068.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
07:49:57,2022-10-29,3758118046,9406777047,1463.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:13:25,2022-10-29,6219666393,7634292113,3362.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
09:48:33,2022-10-29,6186266461,8501920513,6722.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:09:26,2022-10-29,9406777047,3758118046,2270.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
15:08:40,2022-10-29,595964702,988008298,23506.85,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Mutual
16:35:13,2022-10-29,7909213375,5748489103,7211.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
17:40:21,2022-10-29,1681811645,2922523496,1297.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:46:13,2022-10-29,2482785525,4501170186,1140.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:19:36,2022-10-29,8501920513,9023752117,16714.03,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Group
19:31:45,2022-10-29,4675771219,9940403544,3341.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:54:00,2022-10-29,852237169,5748489103,9359.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
21:43:41,2022-10-29,1954885582,5748489103,1286.94,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
22:28:30,2022-10-29,4316483340,7937837411,2253.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:32:03,2022-10-29,4675771219,9962837021,2009.57,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Small_Fan_Out
23:33:46,2022-10-29,5748489103,852237169,2493.81,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
23:35:13,2022-10-29,4316483340,3790071670,1908.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
04:04:42,2022-10-30,4316483340,9962239723,1707.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
07:58:18,2022-10-30,2487128589,3758118046,885.2,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
08:14:03,2022-10-30,1446646036,5748489103,6490.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:38:15,2022-10-30,1792602773,3758118046,4717.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
12:04:17,2022-10-30,8501920513,2246512128,18837.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:10:33,2022-10-30,7909213375,5748489103,8528.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:16:38,2022-10-30,595964702,988008298,23448.97,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Mutual
13:25:42,2022-10-30,2758469152,3318542011,9752.25,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
13:59:52,2022-10-30,3758118046,290208168,1265.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
14:12:09,2022-10-30,3758118046,9406777047,763.56,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:39:58,2022-10-30,1792602773,3758118046,6630.42,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
15:47:31,2022-10-30,3758118046,6686003020,813.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
16:12:49,2022-10-30,4316483340,9962239723,1766.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:24:54,2022-10-30,4316483340,5843939044,4191.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:32:13,2022-10-30,1235292621,8501920513,3496.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
17:48:08,2022-10-30,927895922,4031924494,1965.8,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:48:44,2022-10-30,1681811645,738459339,14936.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:09:43,2022-10-30,3314294630,3758118046,21812.31,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
20:55:41,2022-10-30,2369776263,117243414,5212.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:09:43,2022-10-30,2758469152,2703926351,13133.02,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
21:19:35,2022-10-30,852237169,5748489103,7749.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
21:34:43,2022-10-30,4675771219,4833083257,5127.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:54:20,2022-10-30,8501920513,3768903148,6152.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
22:29:33,2022-10-30,8902749042,8501920513,3228.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
23:42:52,2022-10-30,7925512303,5748489103,2880.22,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
04:11:53,2022-10-31,3758118046,4854710545,8429.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
05:17:53,2022-10-31,813395681,8501920513,8404.07,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
06:19:53,2022-10-31,4675771219,9946810955,1050.61,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
06:22:11,2022-10-31,988008298,5524645225,4439.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:23:51,2022-10-31,813395681,8501920513,12726.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:37:41,2022-10-31,8501920513,2246512128,21319.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
09:02:45,2022-10-31,8501920513,813395681,7282.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
09:21:02,2022-10-31,3758118046,5543970881,2395.54,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
09:55:43,2022-10-31,4316483340,2027742583,7545.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:02:39,2022-10-31,4316483340,3790071670,6529.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:04:02,2022-10-31,7401327478,8176800612,12841.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:19:46,2022-10-31,6670277228,3758118046,5316.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:20:39,2022-10-31,377669591,3758118046,7570.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:02:42,2022-10-31,7558295549,5748489103,299.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
13:49:24,2022-10-31,3926260519,3758118046,1600.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
14:57:37,2022-10-31,6644790956,2124787936,36.83,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
